ndiscreta	cneoformans	cparapsilosis	calbicans	afumigatus	spombe	moryzae	cglabrata	ntetrasperma	fgraminearum	anidulans	ncrassa	lkluyveri	skudriavzevii	sbayanus	sparadoxus	smikatae	scerevisiae	ncastellii
NEUDI_96723	CNAG_04370	CPAR2_700350	C114080WA	AFUB_001400	SPBC23E6.04c	MGG_04995	CAGL0G04411g	NEUTE1DRAFT_63498	FGRAMPH1_01G24371	AN5455	NCU00336	SAKL0D05060g	Skud_10.105	Sbay_6.184	Spar_10.136	Smik_10.129	NP_012426.1	XP_003673898.1
NEUDI_59401	CNAG_05672	CPAR2_210160	C205080CA	AFUB_053200	SPAC630.10	MGG_10184	CAGL0A03674g	NEUTE1DRAFT_81366	FGRAMPH1_01G05983	AN8855	NCU06227	SAKL0C10318g	Skud_2.269	Sbay_4.390	Spar_2.301	Smik_2.281	NP_009699.2	XP_003678241.1
NEUDI_158643		CPAR2_801190	CR02720CA		SPBC839.12	MGG_10697	CAGL0J05698g	NEUTE1DRAFT_78003	FGRAMPH1_01G14645	AN2235	NCU07656	SAKL0E11682g	Skud_14.182	Sbay_14.188	Spar_14.188	Smik_14.177	NP_014248.3	XP_003677462.1
NEUDI_97090		CPAR2_500420	C405650WA	AFUB_053730	SPAC3F10.08c	MGG_12957	CAGL0J02376g	NEUTE1DRAFT_81805	FGRAMPH1_01G24483	AN2292	NCU00151	SAKL0F07414g	Skud_9.150	Sbay_9.181	Spar_9.170	Smik_9.171	NP_012245.1	XP_003676615.1
NEUDI_125160		CPAR2_200270	CR10830CA	AFUB_066100	SPAC1952.14c	MGG_15736	CAGL0K01243g	NEUTE1DRAFT_93180	FGRAMPH1_01G23325	AN1636	NCU02804	SAKL0C08162g	Skud_7.372	Sbay_7.358	Spar_7.387	Smik_6.158	NP_011590.1	XP_003678233.1
NEUDI_156387		CPAR2_103890	C204530WA	AFUB_065470	SPBC21.04	MGG_08602	CAGL0M05247g	NEUTE1DRAFT_149950	FGRAMPH1_01G03665	AN1720	NCU08365	SAKL0H09834g	Skud_2.319	Sbay_4.447	Spar_2.360	Smik_2.333	NP_009752.3	XP_003674673.1
NEUDI_71968		CPAR2_101610	C302170CA	AFUB_052490		MGG_07536	CAGL0K08536g	NEUTE1DRAFT_75349	FGRAMPH1_01G19563	AN11070	NCU04192	SAKL0E02882g	Skud_11.125	Sbay_11.121	Spar_11.155	Smik_11.138	NP_012819.1	XP_003673515.1
							CAGL0L11286g					SAKL0G17490g	Skud_13.78	Sbay_13.90	Spar_13.82	Smik_13.78	NP_013645.1	XP_003673550.1
NEUDI_166470	CNAG_01586	CPAR2_104130	C205500WA	AFUB_082100	SPBC1604.07	MGG_04752	CAGL0H05489g	NEUTE1DRAFT_119204	FGRAMPH1_01G00985	AN1534	NCU00502	SAKL0H09878g	Skud_16.204	Sbay_16.234	Spar_16.251	Smik_16.158	NP_015247.1	XP_003675562.1
NEUDI_83802	CNAG_07769	CPAR2_211720	C203180CA	AFUB_067860	SPAC19D5.04	MGG_03252	CAGL0K06303g	NEUTE1DRAFT_146987	FGRAMPH1_01G01601	AN1966	NCU08501	SAKL0G06094g	Skud_4.732	Sbay_2.631	Spar_4.826	Smik_4.735	NP_010745.3	XP_003676975.1
NEUDI_125256	CNAG_07629	CPAR2_300260	C700980WA	AFUB_010920	SPBC713.07c	MGG_04825	CAGL0K06237g	NEUTE1DRAFT_133805	FGRAMPH1_01G02855	AN1148	NCU02996	SAKL0G05918g	Skud_4.728	Sbay_2.627	Spar_4.821	Smik_4.729	NP_010740.3	XP_003676971.1
NEUDI_167726	CNAG_02115	CPAR2_204690	CR05670CA	AFUB_004890		MGG_01325	CAGL0E00737g	NEUTE1DRAFT_150185	FGRAMPH1_01G01847	AN10103	NCU03126	SAKL0H14234g	Skud_4.438	Sbay_2.340	Spar_4.486	Smik_4.422	NP_010459.1	XP_003674777.1
NEUDI_18600	CNAG_05393	CPAR2_108630	C103260WA	AFUB_068210	SPAC26H5.02c	MGG_17505	CAGL0K04983g	NEUTE1DRAFT_83275	FGRAMPH1_01G15163	AN5617	NCU08706	SAKL0E13926g	Skud_14.118	Sbay_14.124	Spar_14.123	Smik_14.114	NP_014181.1	XP_003677385.1
NEUDI_164892	CNAG_01629	CPAR2_806470	C208840WA	AFUB_072230	SPAC31A2.02	MGG_12272	CAGL0C03531g	NEUTE1DRAFT_76439	FGRAMPH1_01G24829	AN10721	NCU01201	SAKL0A00506g	Skud_14.378	Sbay_14.401	Spar_14.410	Smik_14.376	NP_014444.1	XP_003673497.1
NEUDI_167434	CNAG_04776	CPAR2_106630	C102620CA	AFUB_037530	SPBC776.03	MGG_11450	CAGL0M00330g	NEUTE1DRAFT_118234	FGRAMPH1_01G27473	AN2882	NCU03935	SAKL0G18678g	Skud_10.363	Sbay_12.232	Spar_10.424	Smik_10.433	NP_012673.3	XP_003673578.1
NEUDI_101534	CNAG_02385	CPAR2_100170	C505350WA	AFUB_040110	SPAC6B12.10c	MGG_00881	CAGL0L09471g	NEUTE1DRAFT_86342	FGRAMPH1_01G20069	AN3033	NCU02232	SAKL0F04070g	Skud_9.186	Sbay_9.219	Spar_9.209	Smik_9.208	NP_012273.1	XP_003676945.1
NEUDI_95142	CNAG_00368	CPAR2_109580	C100130CA	AFUB_005450	SPAC3A12.15	MGG_01331	CAGL0J01111g	NEUTE1DRAFT_126741	FGRAMPH1_01G02179	AN2736	NCU03024	SAKL0G11660g	Skud_10.192	Sbay_12.51	Spar_10.233	Smik_10.242	NP_012505.1	XP_003677046.1
NEUDI_103038	CNAG_05445	CPAR2_211530	C203420CA	AFUB_059170	SPCC613.04c	MGG_03876	CAGL0I01034g	NEUTE1DRAFT_84215	FGRAMPH1_01G20649	AN0135	NCU06821	SAKL0G07348g	Skud_15.200	Sbay_8.88	Spar_15.232	Smik_15.214	NP_014678.1	XP_003677315.1
NEUDI_165446		CPAR2_800730	CR02140WA	AFUB_056480		MGG_02727	CAGL0E03113g	NEUTE1DRAFT_118454	FGRAMPH1_01G10899	AN4685	NCU02167	SAKL0H20746g	Skud_7.476	Sbay_7.443	Spar_7.490	Smik_6.257	NP_011668.3	XP_003673139.1
NEUDI_113323		CPAR2_110140	C101090CA	AFUB_052990	SPBC30D10.12c	MGG_12764	CAGL0B02255g	NEUTE1DRAFT_101831	FGRAMPH1_01G17351	AN12407	NCU01761	SAKL0G15070g	Skud_7.551	Sbay_7.509	Spar_7.572	Smik_16.91	NP_011731.3	XP_003673681.1
							CAGL0J09702g					SAKL0H12386g	Skud_4.54	Sbay_4.45	Spar_4.62	Smik_4.37	NP_010078.1	XP_003675617.1
NEUDI_158733		CPAR2_206170	CR05860WA	AFUB_004650		MGG_06723	CAGL0M08932g	NEUTE1DRAFT_147478	FGRAMPH1_01G02423	AN0466	NCU03410	SAKL0G06930g	Skud_4.750	Sbay_2.650	Spar_4.844	Smik_4.753	NP_010764.1	XP_003673748.1
							CAGL0I06226g					SAKL0C05456g	Skud_10.52	Sbay_6.243	Spar_10.69	Smik_10.68	NP_012373.2	XP_003678293.1
NEUDI_102979	CNAG_04579	CPAR2_601300	C602270CA	AFUB_007270	SPCC330.08	MGG_03883	CAGL0D01122g	NEUTE1DRAFT_123179	FGRAMPH1_01G20645	AN5725	NCU06779	SAKL0E08184g	Skud_14.283	Sbay_14.292	Spar_14.291	Smik_14.278	NP_014350.1	XP_003677563.1
NEUDI_155325	CNAG_04266	CPAR2_300960	C703770CA	AFUB_066930	SPAC17G8.07	MGG_05178	CAGL0B04609g	NEUTE1DRAFT_117042	FGRAMPH1_01G23049	AN1859	NCU00359	SAKL0E10538g	Skud_14.224	Sbay_14.231	Spar_14.230	Smik_14.219	NP_014292.3	XP_003675147.1
	CNAG_01860	CPAR2_804260	C108770WA	AFUB_074740	SPAP11E10.01				FGRAMPH1_01G11713	AN1730		SAKL0F16698g	Skud_7.111	Sbay_7.104	Spar_7.118	Smik_7.111	NP_011356.1	XP_003676012.1
NEUDI_17916	CNAG_06708	CPAR2_700480	C114310WA	AFUB_023320	SPBC2G2.13c	MGG_07298	CAGL0G05852g	NEUTE1DRAFT_127453	FGRAMPH1_01G07587	AN7429	NCU06673	SAKL0E12606g	Skud_8.207	Sbay_15.342	Spar_8.238	Smik_8.226	NP_012014.1	XP_003675991.1
NEUDI_94179	CNAG_02670	CPAR2_400940	C401410WA	AFUB_098900	SPAC22H10.07	MGG_01702	CAGL0M05357g	NEUTE1DRAFT_78493	FGRAMPH1_01G17483	AN7030	NCU06593	SAKL0H10098g	Skud_2.326	Sbay_4.454	Spar_2.368	Smik_2.340	NP_009759.3	XP_003674680.1
NEUDI_113132		CPAR2_202330	CR04010CA	AFUB_072820		MGG_07175	CAGL0F03663g	NEUTE1DRAFT_101579	FGRAMPH1_01G15195	AN5741	NCU01485	SAKL0H05808g	Skud_16.107	Sbay_16.137	Spar_16.154	Smik_6.370	NP_015152.1	XP_003675471.1
NEUDI_75018	CNAG_04488	CPAR2_205030	CR06070WA	AFUB_027290	SPAC4G9.15	MGG_05096	CAGL0H07513g	NEUTE1DRAFT_79325	FGRAMPH1_01G18475	AN5861	NCU04462	SAKL0H10780g	Skud_2.286	Sbay_4.410	Spar_2.319	Smik_2.299	NP_009717.1	XP_003674694.1
		CPAR2_501610	C501480WA				CAGL0F01551g					SAKL0B00880g	Skud_12.133	Sbay_10.152	Spar_12.143	Smik_12.129	NP_013169.1	XP_003678354.1
							CAGL0B03773g					SAKL0G14014g	Skud_7.525	Sbay_7.485	Spar_7.548	Smik_16.115	NP_011707.1	XP_003676130.1
NEUDI_88739			C306710WA	AFUB_064870	SPBC18H10.16	MGG_16806	CAGL0K07073g	NEUTE1DRAFT_98283	FGRAMPH1_01G17213	AN4478	NCU03784	SAKL0A06248g	Skud_2.367	Sbay_4.492	Spar_2.411	Smik_2.378	NP_009794.3	XP_003677789.1
NEUDI_158814	CNAG_04406	CPAR2_404300	C210470CA	AFUB_014800		MGG_02386	CAGL0M11352g	NEUTE1DRAFT_123461	FGRAMPH1_01G03835	AN0861	NCU03543	SAKL0C04818g	Skud_10.38	Sbay_6.259	Spar_10.53	Smik_10.53	NP_012357.2	XP_003678305.1
NEUDI_158734	CNAG_05639	CPAR2_300890	C700840CA	AFUB_059260		MGG_03130	CAGL0B03377g	NEUTE1DRAFT_84631	FGRAMPH1_01G14947	AN0129	NCU03426	SAKL0D07106g	Skud_2.408	Sbay_4.537	Spar_2.453	Smik_2.419	NP_009835.3	XP_003675204.1
NEUDI_102232	CNAG_03988	CPAR2_501600	C501470CA	AFUB_064060		MGG_07178		NEUTE1DRAFT_147008	FGRAMPH1_01G15189	AN4428	NCU01481	SAKL0C02574g	Skud_5.25	Sbay_5.3	Spar_5.10	Smik_5.23	NP_010850.1	XP_003678501.1
NEUDI_78967	CNAG_02212	CPAR2_201360	C112770WA	AFUB_005560	SPBC17D11.05	MGG_10192	CAGL0M01804g	NEUTE1DRAFT_62889	FGRAMPH1_01G24313	AN2743	NCU00040	SAKL0B06380g	Skud_2.203	Sbay_4.319	Spar_2.234	Smik_2.212	NP_009635.1	XP_003678153.1
NEUDI_124129	CNAG_06533	CPAR2_205160	CR05950CA	AFUB_073240		MGG_01563	CAGL0L07744g	NEUTE1DRAFT_150514	FGRAMPH1_01G03413	AN5194	NCU02544	SAKL0D09394g	Skud_3.76	Sbay_3.37	Spar_3.97	Smik_3.97	NP_009937.2	XP_003673796.1
NEUDI_75591	CNAG_05140	CPAR2_102630	C302950CA	AFUB_027060	SPAC56F8.10	MGG_01728	CAGL0F07029g	NEUTE1DRAFT_128536	FGRAMPH1_01G26765	AN5883	NCU07690	SAKL0A06952g	Skud_7.147	Sbay_7.143	Spar_7.153	Smik_7.147	NP_011390.2	XP_003676256.1
NEUDI_68900		CPAR2_702030	CR07910CA	AFUB_099180	SPCP25A2.02c	MGG_05239	CAGL0I01694g	NEUTE1DRAFT_121828	FGRAMPH1_01G06099	AN7103	NCU07837	SAKL0D11198g	Skud_10.254	Sbay_12.118	Spar_10.299	Smik_10.309	NP_012569.1	XP_003673777.1
NEUDI_125999	CNAG_04872	CPAR2_803540	C109470CA	AFUB_016140	SPAC17G6.15c	MGG_05310	CAGL0L10868g	NEUTE1DRAFT_63298	FGRAMPH1_01G22793	AN10445	NCU00227	SAKL0H05478g	Skud_15.436	Sbay_8.320	Spar_15.477	Smik_15.453	NP_014914.1	XP_003674506.1
NEUDI_91081	CNAG_01036	CPAR2_200940	CR09890CA	AFUB_090000	SPAC167.02	MGG_09304	CAGL0G09823g	NEUTE1DRAFT_88828	FGRAMPH1_01G23981	AN3747	NCU07509	SAKL0F15950g	Skud_16.481	Sbay_16.509	Spar_16.552	Smik_16.441	NP_015502.1	XP_003674452.1
NEUDI_78913	CNAG_00429	CPAR2_806250	C209500WA	AFUB_015880	SPBC36B7.04	MGG_08825	CAGL0H04235g	NEUTE1DRAFT_62941	FGRAMPH1_01G24257	AN0956	NCU00065	SAKL0G18040g	Skud_13.62	Sbay_13.72	Spar_13.63	Smik_13.59	NP_013631.1	XP_003673565.1
NEUDI_80768	CNAG_04976	CPAR2_400750	C402870CA	AFUB_099370	SPBC1778.01c	MGG_10565	CAGL0G00154g	NEUTE1DRAFT_126731	FGRAMPH1_01G11309	AN7143	NCU03009	SAKL0H00858g	Skud_7.618	Sbay_7.582	Spar_7.640	Smik_16.23	NP_011801.1	XP_003676845.1
NEUDI_127583	CNAG_03855	CPAR2_400660	C402100CA	AFUB_087880	SPBC13E7.05	MGG_09243	CAGL0B03905g	NEUTE1DRAFT_131199	FGRAMPH1_01G27217	AN3370	NCU06057	SAKL0G14278g	Skud_10.237	Sbay_12.98	Spar_10.285	Smik_10.293	NP_012547.2	XP_003676122.1
NEUDI_164889	CNAG_01028	CPAR2_302920	C504150CA	AFUB_051420	SPBC36B7.07	MGG_08082	CAGL0K06501g	NEUTE1DRAFT_144219	FGRAMPH1_01G23731	AN12171	NCU01199	SAKL0G06446g	Skud_4.743	Sbay_2.643	Spar_4.837	Smik_4.746	NP_010756.3	XP_003673737.1
NEUDI_155773	CNAG_06206	CPAR2_602350	C601890CA	AFUB_029610	SPCC1494.06c	MGG_04993	CAGL0F04983g	NEUTE1DRAFT_148439	FGRAMPH1_01G06609	AN6374	NCU07070	SAKL0A08118g	Skud_12.359	Sbay_10.374	Spar_12.397	Smik_12.355	NP_013378.1	XP_003676236.1
NEUDI_75638	CNAG_06741	CPAR2_405390	C305160CA	AFUB_077140	SPAC31A2.07c	MGG_04179	CAGL0K01551g	NEUTE1DRAFT_60019	FGRAMPH1_01G26333	AN0583	NCU07712	SAKL0C08778g	Skud_4.220	Sbay_4.218	Spar_4.248	Smik_4.204	NP_010253.2	XP_003675708.1
		CPAR2_109080	C101290CA				CAGL0D05324g					SAKL0F07062g	Skud_2.387	Sbay_4.516	Spar_2.432	Smik_2.398	NP_009814.3	XP_003676627.1
NEUDI_126374	CNAG_02947	CPAR2_105560	C104780CA	AFUB_063270	SPBP23A10.10	MGG_11895	CAGL0H03245g	NEUTE1DRAFT_124407	FGRAMPH1_01G26905	AN4322	NCU04755	SAKL0A05038g	Skud_7.199	Sbay_7.187	Spar_7.207	Smik_7.200	NP_011432.1	XP_003676311.1
NEUDI_123727	CNAG_03923	CPAR2_603660	C600540WA	AFUB_036420	SPCC4G3.05c	MGG_04585	CAGL0A03256g	NEUTE1DRAFT_88920	FGRAMPH1_01G02815	AN3118	NCU07457	SAKL0G03410g	Skud_4.659	Sbay_2.561	Spar_4.737	Smik_4.656	NP_010674.3	XP_003674129.1
							CAGL0G04191g					SAKL0G13354g	Skud_7.509	Sbay_7.472	Spar_7.531	Smik_6.293	NP_011695.1	XP_003673629.1
							CAGL0G04675g					SAKL0C09284g	Skud_4.768	Sbay_2.670	Spar_4.862	Smik_4.771	NP_010782.4	XP_003678265.1
							CAGL0G04939g					SAKL0H04026g	Skud_12.453	Sbay_10.484	Spar_12.505	Smik_12.455	NP_013472.3	XP_003673616.1
							CAGL0G05159g					SAKL0H19162g	Skud_4.320	Sbay_2.224	Spar_4.367	Smik_4.303	NP_010350.3	XP_003674889.1
							CAGL0G05379g					SAKL0E13398g	Skud_14.135	Sbay_14.142	Spar_14.140	Smik_14.131	NP_014200.1	XP_003677404.1
							CAGL0G05588g					SAKL0E13266g	Skud_4.33	Sbay_4.25	Spar_4.44	Smik_4.19	NP_010061.1	XP_003675977.1
							CAGL0G06292g					SAKL0B10230g	Skud_1.34	Sbay_1.39	Spar_1.42	Smik_1.39	NP_009375.1	XP_003677011.1
NEUDI_73372	CNAG_03214	CPAR2_105240	C104530CA	AFUB_095760	SPCC663.10	MGG_15289	CAGL0L12408g	NEUTE1DRAFT_89496	FGRAMPH1_01G11069	AN8721	NCU01980	SAKL0H11660g	Skud_16.252	Sbay_16.287	Spar_16.305	Smik_16.205	NP_015295.1	XP_003675604.1
NEUDI_76519	CNAG_06673	CPAR2_704050	C703370CA	AFUB_004090	SPCC1322.09	MGG_04924	CAGL0L05522g	NEUTE1DRAFT_92486	FGRAMPH1_01G02015	AN4024	NCU02899	SAKL0C06886g	Skud_10.93	Sbay_6.202	Spar_10.116	Smik_10.112	NP_012412.1	XP_003673909.1
NEUDI_74408	CNAG_00372	CPAR2_213120	C200710WA	AFUB_006790	SPCC1281.05	MGG_05378	CAGL0J01309g	NEUTE1DRAFT_79965	FGRAMPH1_01G02957	AN4239	NCU07290	SAKL0E03036g	Skud_13.247	Sbay_13.268	Spar_13.264	Smik_13.275	NP_013809.1	XP_003673723.1
NEUDI_93424	CNAG_01622	CPAR2_107170	C104090CA	AFUB_007390	SPBC530.13	MGG_11817	CAGL0D02992g	NEUTE1DRAFT_60578	FGRAMPH1_01G16795	AN10640	NCU04495	SAKL0G11726g	Skud_10.216	Sbay_12.74	Spar_10.264	Smik_10.268	NP_012528.1	XP_003677048.1
NEUDI_102132	CNAG_01918	CPAR2_206750	C108120WA	AFUB_009090	SPAC15A10.16	MGG_11773	CAGL0A00891g	NEUTE1DRAFT_44579	FGRAMPH1_01G15119	AN1324	NCU08468	SAKL0H22792g	Skud_12.403	Sbay_10.415	Spar_12.446	Smik_12.404	NP_013423.1	XP_003678418.1
NEUDI_71095	CNAG_00837	CPAR2_403020	C405080CA	AFUB_011560	SPBC16E9.14c	MGG_11903	CAGL0G07997g	NEUTE1DRAFT_76326	FGRAMPH1_01G24861	AN1076	NCU01254	SAKL0A00858g	Skud_14.372	Sbay_14.395	Spar_14.404	Smik_14.370	NP_014437.1	XP_003673489.1
												SAKL0C02398g	Skud_3.122	Sbay_3.82	Spar_3.149	Smik_3.147	NP_009972.1	XP_003675329.1
		CPAR2_802910	CR01360WA		SPAC29E6.04		CAGL0C04851g					SAKL0F14872g	Skud_10.336	Sbay_12.203	Spar_10.396	Smik_10.405	NP_012646.3	XP_003677706.1
		CPAR2_105730	C100380CA	AFUB_064560	SPBC1215.02c		CAGL0I07997g			AN4453		SAKL0C10450g	Skud_15.77	Sbay_15.90	Spar_15.102	Smik_15.83	NP_014566.1	XP_003678238.1
NEUDI_166945	CNAG_03993	CPAR2_209050	C111250WA	AFUB_037320	SPAC18G6.15	MGG_05427	CAGL0H09438g	NEUTE1DRAFT_42469	FGRAMPH1_01G22771	AN2862	NCU00243	SAKL0F03916g	Skud_5.120	Sbay_5.108	Spar_5.147	Smik_5.137	NP_010932.1	XP_003676632.1
	CNAG_07416	CPAR2_400650	C402090CA	AFUB_020810	SPAC3G9.10c	MGG_06785	CAGL0G09317g	NEUTE1DRAFT_89939	FGRAMPH1_01G27263	AN3812	NCU00812	SAKL0G14300g	Skud_7.531	Sbay_7.489	Spar_7.552	Smik_16.111	NP_011711.3	XP_003676121.1
		CPAR2_104440	C206690CA				CAGL0J07194g					SAKL0D14652g	Skud_1.7	Sbay_1.11	Spar_1.14	Smik_1.10	NP_009346.1	XP_003678044.1
							CAGL0I07821g					SAKL0C10098g	Skud_15.66	Sbay_15.79	Spar_15.89	Smik_15.69	NP_014554.1	XP_003674997.1
NEUDI_69709	CNAG_03409	CPAR2_304240	C500240WA	AFUB_078520	SPAC8C9.14	MGG_03516	CAGL0F09097g	NEUTE1DRAFT_67259	FGRAMPH1_01G20127	AN3688	NCU02413	SAKL0B12408g	Skud_8.273	Sbay_15.412	Spar_8.315	Smik_8.296	NP_012076.3	XP_003673586.1
NEUDI_167051	CNAG_02204	CPAR2_302630	C500280CA	AFUB_024660	SPAC17C9.08	MGG_05324	CAGL0I06336g	NEUTE1DRAFT_62865	FGRAMPH1_01G22919	AN2185	NCU00030	SAKL0C03806g	Skud_10.8	Sbay_6.287	Spar_10.25	Smik_10.23	NP_012327.1	XP_003672968.1
NEUDI_166885	CNAG_01397	CPAR2_407120	C209900CA	AFUB_029810	SPCC16A11.09c	MGG_08885	CAGL0I05566g	NEUTE1DRAFT_63568	FGRAMPH1_01G18249	AN6348	NCU00371	SAKL0A02024g	Skud_14.349	Sbay_14.370	Spar_14.381	Smik_14.347	NP_014414.3	XP_003673405.1
NEUDI_103541	CNAG_07846	CPAR2_104100	C205530CA	AFUB_026590	SPBC365.13c	MGG_13222	CAGL0M12617g	NEUTE1DRAFT_80310	FGRAMPH1_01G04697	AN10754	NCU16888	SAKL0F08932g	Skud_9.109	Sbay_9.138	Spar_9.119	Smik_9.124	NP_012201.1	XP_003674294.1
NEUDI_82524	CNAG_00280	CPAR2_702420	C703930CA	AFUB_040100	SPBC776.07	MGG_00843	CAGL0M12727g	NEUTE1DRAFT_147942	FGRAMPH1_01G23809	AN3034	NCU06086	SAKL0F09262g	Skud_9.102	Sbay_9.131	Spar_9.112	Smik_9.117	NP_012194.1	XP_003674301.1
							CAGL0F02035g					SAKL0B02134g	Skud_16.264	Sbay_16.300	Spar_16.320	Smik_16.217	NP_015307.1	XP_003678370.1
							CAGL0F01969g					SAKL0B02024g	Skud_12.115	Sbay_10.133	Spar_12.125	Smik_12.111	NP_013150.1	XP_003678373.1
							CAGL0G02849g					SAKL0A05258g	Skud_16.93	Sbay_16.122	Spar_16.138	Smik_6.391	NP_015138.1	XP_003677762.1
NEUDI_93674		CPAR2_803160	CR01260WA	AFUB_001320		MGG_06057	CAGL0G03487g	NEUTE1DRAFT_121041		AN5450	NCU06374	SAKL0F12914g	Skud_5.266	Sbay_5.234	Spar_5.285	Smik_5.258	NP_011038.3	XP_003674389.1
NEUDI_59581	CNAG_05887	CPAR2_213580	C200200WA	AFUB_016380	SPCC126.14	MGG_05681	CAGL0F08701g	NEUTE1DRAFT_122203	FGRAMPH1_01G06079	AN0632	NCU00158	SAKL0H22968g	Skud_7.292	Sbay_7.289	Spar_7.305	Smik_7.295	NP_011520.2	XP_003673462.1
NEUDI_88159	CNAG_01445	CPAR2_405480	C305040CA	AFUB_078350	SPBC15D4.07c	MGG_09559	CAGL0I03652g	NEUTE1DRAFT_67234	FGRAMPH1_01G26133		NCU02422	SAKL0F10780g	Skud_4.105	Sbay_4.95	Spar_4.116	Smik_4.86	NP_010132.1	XP_003674336.1
NEUDI_77518	CNAG_04879	CPAR2_500020	C405140CA	AFUB_002520		MGG_00063	CAGL0G09977g	NEUTE1DRAFT_149613	FGRAMPH1_01G26479	AN10060	NCU00743	SAKL0F16126g	Skud_16.488	Sbay_16.516	Spar_16.559	Smik_16.448	NP_015510.1	XP_003674461.1
NEUDI_104204	CNAG_03149	CPAR2_206360	C202520WA	AFUB_067460	SPAC16E8.13	MGG_11239	CAGL0K02563g	NEUTE1DRAFT_148933	FGRAMPH1_01G10775	AN10251	NCU11215	SAKL0A09746g	Skud_8.35	Sbay_8.42	Spar_8.44	Smik_8.32	NP_011853.1	XP_003674193.1
NEUDI_124263	CNAG_03287	CPAR2_702580	C701740CA	AFUB_009930	SPAC4G8.10	MGG_04454	CAGL0E03872g	NEUTE1DRAFT_91795	FGRAMPH1_01G02559	AN1229	NCU02706	SAKL0H25894g	Skud_8.13	Sbay_8.20	Spar_8.22	Smik_8.10	NP_011832.1	XP_003675942.1
							CAGL0L13156g					SAKL0B00748g	Skud_12.138	Sbay_10.157	Spar_12.148	Smik_12.133	NP_013174.1	XP_003676582.1
NEUDI_123569	CNAG_00775	CPAR2_806740	C208670CA	AFUB_018850	SPBC428.19c	MGG_03129	CAGL0J01265g	NEUTE1DRAFT_119397	FGRAMPH1_01G07185	AN4648	NCU09843	SAKL0E03080g	Skud_13.249	Sbay_13.270	Spar_13.266	Smik_13.277	NP_013811.1	XP_003673725.1
NEUDI_103517	CNAG_02404	CPAR2_401620	C402270CA	AFUB_013660	SPAC458.02c	MGG_06082	CAGL0I10967g	NEUTE1DRAFT_61655	FGRAMPH1_01G26361	AN0753	NCU05304	SAKL0H08294g	Skud_15.365	Sbay_8.254	Spar_15.405	Smik_15.385	NP_014841.1	XP_003674634.1
NEUDI_124661	CNAG_01975	CPAR2_101900	C301310WA	AFUB_012490			CAGL0J02662g	NEUTE1DRAFT_38710	FGRAMPH1_01G16881	AN1024	NCU06306	SAKL0F07766g	Skud_6.129	Sbay_12.19	Spar_6.153	Smik_7.358	NP_116696.2	XP_003676606.1
		CPAR2_704310	C703080WA				CAGL0D05676g					SAKL0G12738g	Skud_12.60	Sbay_10.68	Spar_12.65	Smik_12.56	NP_013094.1	XP_003673105.1
		CPAR2_500110	C407210WA				CAGL0F05775g					SAKL0H14036g	Skud_4.446	Sbay_2.348	Spar_4.494	Smik_4.430	NP_010467.1	XP_003674768.1
NEUDI_88709	CNAG_01756	CPAR2_406990	C208310WA	AFUB_050730	SPBC25H2.04c	MGG_07469	CAGL0G05654g	NEUTE1DRAFT_144396	FGRAMPH1_01G19527	AN8059	NCU03798	SAKL0E13090g	Skud_4.36	Sbay_4.28	Spar_4.47	Smik_4.22	NP_010064.1	XP_003675982.1
NEUDI_70292	CNAG_05055	CPAR2_302260	C404650WA	AFUB_046000	SPBC365.09c	MGG_06944	CAGL0K05533g	NEUTE1DRAFT_58110	FGRAMPH1_01G24709	AN9360	NCU03839	SAKL0E14410g	Skud_15.242	Sbay_8.126	Spar_15.284	Smik_15.255	NP_014720.1	XP_003677278.1
NEUDI_156295	CNAG_06684	CPAR2_206970		AFUB_042470	SPAC13G7.08c	MGG_03057	CAGL0J11286g	NEUTE1DRAFT_92904	FGRAMPH1_01G00709	AN4771	NCU00560	SAKL0E12892g	Skud_14.152	Sbay_14.159	Spar_14.157	Smik_14.148	NP_014217.1	XP_003677423.1
NEUDI_74713	CNAG_06417	CPAR2_804500	C111800CA	AFUB_013500	SPBC685.04c	MGG_01762	CAGL0H01859g	NEUTE1DRAFT_79644	FGRAMPH1_01G17083	AN0722	NCU07989	SAKL0D12584g	Skud_10.282	Sbay_12.147	Spar_10.336	Smik_10.348	NP_012592.1	XP_003677579.1
NEUDI_50596	CNAG_00804	CPAR2_406750	C208600WA	AFUB_057200	SPBC337.13c	MGG_04881	CAGL0B02453g	NEUTE1DRAFT_76635	FGRAMPH1_01G18947	AN8796	NCU01099	SAKL0D01034g	Skud_13.20	Sbay_13.22	Spar_13.20	Smik_13.13	NP_013585.1	XP_003674484.1
												SAKL0B05060g	Skud_12.446	Sbay_10.463	Spar_12.499	Smik_12.449	NP_878134.3	XP_003678413.1
		CPAR2_200810	CR09940WA									SAKL0B05962g	Skud_15.482	Sbay_8.364	Spar_15.525	Smik_15.495	NP_014958.3	XP_003674551.1
		CPAR2_301950	C403170WA				CAGL0H01067g					SAKL0G10538g	Skud_4.551	Sbay_2.454	Spar_4.664	Smik_4.537	NP_010574.1	XP_003677086.1
		CPAR2_104410	C206850WA		SPAPB21F2.03		CAGL0K01089g					SAKL0B09086g	Skud_7.377	Sbay_7.363	Spar_7.392	Smik_6.163	NP_011595.3	XP_003676554.1
